,date,liquidity,sqrtPrice,token0Price,token1Price,volumeToken0,volumeToken1,tick
0,1654041600,8231207434052111750,1856893429825760879993001626665632,1820.477049969326866978369489729943,0.0005493065677575275960894326775837743,62382465.09672,33199.507076422365240498,201251
1,1653955200,10807353468187672619,1797366136853885990641118488349863,1943.059309948568601896220564849767,0.0005146523293859049978447049583765723,62659285.385316,31865.735926277437983198,200600
2,1653868800,11292825750678124142,1773433144696680405409875848069458,1995.857477813946834033815138305146,0.0005010377800599746357484285704251376,91539987.833212,47499.110544278769340026,200331
3,1653782400,9895889009988875597,1861085789219729085083188885264938,1812.284522876210063194996131284459,0.0005517897368636889344863680474176713,20771032.699448,11562.686228748873834795,201296
4,1653696000,8647700924177895233,1869745116554627352215890564352607,1795.536972646960553016366362328804,0.000556936457023110567154254415343768,46105240.189838,26130.665417835072098884,201389
5,1653609600,5488559682454187568,1910280353422574535790324688750865,1720.144571483830330723475852163582,0.0005813464848116693198508138079193344,99874272.141596,56793.783649213961425339,201818
6,1653523200,8047843258927103262,1870747401359475790197816523314808,1793.613508977655882089205137787702,0.0005575337133639182459071491608100866,174515394.960575,94453.241634077725554232,201400
7,1653436800,13513096719931349449,1797432422976657847875959166104004,1942.915999422501218431226199495668,0.0005146902904177190447767742309614189,70842938.609941,35965.154655643609692173,200600
8,1653350400,18847115326038654505,1780800442591259551318140054101909,1979.377629383218967707131422020793,0.0005052093067817501391893634671795251,61418714.517397,31379.485847052547604742,200414
9,1653264000,16889967781346686174,1785462265012927383007136790464688,1969.054856693696100073460986139882,0.0005078578672404954969439626277004175,92618537.495061,45453.889966006117733006,200467
10,1653177600,18589510631697966275,1752097777929011151854556378450156,2044.760701557745356586760234086823,0.000489054782419369260945634954104466,47332596.949438,23500.641152645934297817,200089
11,1653091200,17405408174715933303,1783973544121299911286155705850707,1972.342569365083643234170607163543,0.0005070113151397983449942027887241086,31659001.605077,16107.506496796785534265,200450
12,1653004800,16841584317417859005,1788723835999222531928168887000000,1961.880627883651179548094397477442,0.0005097150080322342323221023428719435,89701999.129763,44947.308499226308550908,200503
13,1652918400,17272545928044451650,1763654802914717485918654052158040,2018.050345617587049303068075056243,0.0004955277761883430429760314540727926,110763073.194622,56253.229588619328210208,200221
14,1652832000,11377408531675328302,1812208927058892625072950970298576,1911.360631745224218678852622071227,0.0005231875049591873698031877380687219,90516665.475503,45502.329876379037847663,200764
15,1652745600,16317651643661445401,1732072829494112989540144798631158,2092.314039904112127963941060262338,0.0004779397265077037017523046871892745,86159634.168595,41761.906060343242919935,199859
16,1652659200,14057109569580628010,1762217471903873954588379866000000,2021.343684052158404024794097284441,0.0004947204218113539628819731389874868,155610984.028985,77044.34649130804479981,200205
17,1652572800,13019439675775698571,1710751451425516444958008842000000,2144.792751402377705443483476738151,0.0004662455145589930239737350352935094,73894675.825141,35707.376464700686414152,199612
18,1652486400,12907554174779883117,1746810291740264078323415685746876,2057.158163499839315506232147528776,0.0004861074941844538974538696369243387,105843575.52439,52632.628024919699582514,200029
19,1652400000,12654316663484831652,1769043505560239365208000897744896,2005.774660512115145241498028528466,0.0004985604912092565879921421289513049,205959342.229259,99714.146029154255712376,200282
20,1652313600,9635754048417222419,1792423718085189343054587873289728,1953.789644414178532719605636043812,0.0005118258267254961097945275549270653,415436977.28492,216512.831619501451603428,200544
21,1652227200,9090925091254614342,1741284745794569684292797339657372,2070.234665853771437650029656534907,0.0004830370278760629207568873883768417,542875941.95458,245300.378262582270488397,199966
22,1652140800,10208256953557758152,1637998978037644339973492586779066,2339.547755485952019467904699741646,0.0004274330360024166520880989722170458,236310636.964001,101069.728296370352368347,198743
23,1652054400,8898663825493809748,1675660519268097528113279246719849,2235.563925803024662897992044750549,0.0004473144285689775038702992570037423,267924440.009739,114527.319000516490682982,199197
24,1651968000,14008687590689385437,1579723064843738906509282363288237,2515.343197113886368719176958356036,0.0003975600630352961445495912697098589,101245546.640725,39822.794923805110685622,198018
25,1651881600,15160039137835533151,1541733481530243620766343066624440,2640.830696403987228453734251626462,0.0003786687277460450536113329087985768,46576892.318149,17574.414826493896607664,197531
26,1651795200,13519661763249399109,1525399303470331854034981372089853,2697.690235607902318588041473667156,0.0003706874817577631259683502795442754,137731536.07538,51388.943083541417683875,197318
27,1651708800,11010856556840585375,1512405999558279210932370182575813,2744.241858879705043943434032736319,0.0003643993683589662808957912057369219,59173790.954576,21259.041968170133635278,197147
28,1651622400,12663454213348601360,1462303096600983114090048830055975,2935.515434349736634818297426963092,0.0003406556778065504899717011209748516,57594897.086907,20087.570888134954834398,196473
29,1651536000,11393643983498934504,1501426853922427592329386805705305,2784.522997182539855619845386954291,0.0003591279371769702206552338096551624,28140164.628607,9990.702402041983109268,197001
30,1651449600,12667241993224775641,1480738360147424631100306838662992,2862.875834406408369303478168268906,0.0003492991166371492434094683671430875,48851507.607523,17279.298923776585115294,196724
31,1651363200,12134593500668170567,1489803129792269411647954936295119,2828.143246554750951750538597875881,0.0003535888789290294077578399199385791,42456051.120039,15228.41223508028523123,196846
32,1651276800,10209078375083514957,1516755454776025128253323519412686,2728.525622975685765135039600317473,0.0003664982991471475456703351842304606,45625860.878668,16270.286475437782422645,197204
33,1651190400,9775104514646257702,1493231030977165959901961297765790,2815.173427687771431333908609945474,0.0003552179024442359070336945022907646,43950945.420129,15399.975374680891550225,196892
34,1651104000,10041199281005518685,1462114441730308862794999937409390,2936.273015284375969614258259054055,0.0003405677860316918471656002978711983,58314241.916732,20014.861762987201497397,196471
35,1651017600,201059215581937380005,1474375533465734152186162164699708,2887.639253020695719259769146898925,0.0003463036454272887656218607976632178,54868793.0888,19128.705528817971093129,196638
36,1650931200,9661232995713340036,1496621752596852131557587511000000,2802.431856400751851901091369041568,0.0003568329405462619528033132265276526,71491946.823473,24617.132929397947703338,196937
37,1650844800,18434362911233915887,1443242585333120728443590258760321,3013.564543758703935902972612924166,0.0003318329458285762150797847796493696,73085133.853543,25199.608051966901556666,196211
38,1650758400,11887161505983983507,1464176988850631886721971910359919,2928.006342753099866991209971068576,0.0003415293148100682353108573062935594,22118263.65208,7526.866224654441339671,196499
39,1650672000,11802834191967401683,1462928650708136824611941971549104,2933.005494953831420618098844789785,0.0003409471962191946209407570565342813,18152065.293583,6155.691187179574708439,196482
40,1650585600,11594667708918866430,1455943197572979883656128944775078,2961.217478673667413274229476517137,0.0003376989387648424616845504652551365,56134078.350369,18794.655477112394155216,196386
41,1650499200,11929625202739711537,1450777427104635418739497041233316,2982.342984776153255439783986079156,0.0003353068393221906179952832614090047,82779764.034887,26843.894403401612404976,196315
42,1650412800,26119724924759664597,1427326794492368483884784550322593,3081.146371233160338795807931005407,0.0003245545259830587765231738702007194,61196866.604461,19780.022413544480316282,195989
43,1650326400,19776294639976996968,1422524873704605586754679076938559,3101.983114454551091249779439575703,0.000322374417623430156647286537668158,42509557.579595,13792.212601747321041987,195922
44,1650240000,19060923779747116878,1432233163613167294271994434682567,3060.0725008635041798635057684909,0.0003267896429636277497885441443871188,57927628.731182,19531.289367644534040162,196058
45,1650153600,11704907447057116052,1448883256337261431628081080076437,2990.145903992679574625183056832901,0.0003344318411568883039147348692260853,82817497.939238,27027.033325359435610123,196289
46,1650067200,20527645130255377244,1430199078568924681893626114020177,3068.783000161234570870486069658025,0.0003258620762522015300438351870245168,21849291.890333,7172.667521222413336061,196029
47,1649980800,20401985633695435044,1437683015138953670385064099490457,3036.916726163472952380191793196601,0.0003292813370168686698701910810159596,38386279.007265,12681.980026914080987666,196134
48,1649894400,20490559253434262575,1442133462431984550448707939900621,3018.201699523132896650449574773829,0.0003313231187160212307530170236900112,46807656.611698,15309.12859340645787859,196195
